Application,Application ID,Platform,Platform ID
ELDEN RING,1402418436809953330,xbox,9P1C6N09NFZP
ELDEN RING,1402418436809953330,xbox,9P3J32CTXLRZ
Among Us,1402418440685486130,xbox,9NG07QJNK38J
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9N872NBW5XG5
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9N9LVLPPTQJ5
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9PNGFSX7S117
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9N201KQXS5BM
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9NDMF3RDFZ1K
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9P3V60BZVT4K
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9P3RB3G1B17F
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9NCL5M3V0RSH
Call of Duty: Modern Warfare II,1402418473128427573,xbox,9P7RQ1QFFF8R
Minecraft,1402418491272986635,xbox,9NBLGGH537BL
Minecraft,1402418491272986635,xbox,9WZDNCRDZSBB
Minecraft,1402418491272986635,xbox,9NBLGGH2JHXJ
Minecraft,1402418491272986635,xbox,9MVXMVT8ZKWC
Minecraft,1402418491272986635,xbox,9PGW18NPBZV5
Minecraft,1402418491272986635,xbox,BT6HNJH658C6
Paladins,1402418520662479019,xbox,9NF3D55F1K42
Paladins,1402418520662479019,xbox,BQWV6LD7L0L4
Paladins,1402418520662479019,xbox,9NNCP68CC707
Paladins,1402418520662479019,xbox,C4PZ0V39GXN2
L.A. Noire,1402418544880128000,xbox,66ACD000-77FE-1000-9115-D8025454086C
Bloons TD 6,1402418571715543120,xbox,9PHKZ9XT6F85
Bloons TD 6,1402418571715543120,xbox,9NDDVJV54MSC
Warframe,1402418586244612216,xbox,BPS3XF74B9V1
Rust,1402418594532298837,xbox,9NVZHMNWGKF5
Rust,1402418594532298837,xbox,BRPVTJKWHBR7
Rust,1402418594532298837,xbox,9P0LR428JQH9
Rust,1402418594532298837,xbox,9NQ7991WPX1Z
Rust,1402418594532298837,xbox,9PJVJ4WF031H
Rust,1402418594532298837,xbox,9N1204MH6DXR
Slay the Spire,1402418606364688549,xbox,9P6W46XMDJM5
